SMILES,measured log(solubility:mol/L)
ClC(CCl)CCl,-1.92
C1CC1,-2.04
BrCCCBr,-2.08
CC(I)C,-2.09
O=S1CS(=O)CS(=O)C1,-2.14
CC(Br)CBr,-2.15
C[C@@H](Br)CBr,-2.15
C[C@H](Br)CBr,-2.15
O=N(=O)N1CCN(C1)N(=O)=O,-2.21
O=N(OCC(ON(=O)=O)CON(=O)=O)=O,-2.22
FC(F)(F)C(Br)=C,-2.24
ICCC,-2.29
NC1=NC(Cl)=NC(N)=N1,-2.38
BrC(CCl)CBr,-2.38
[#7]C1=[NH0]C(Cl)=[NH0]C([#7])=[NH0]1,-2.38
ClC[C@H](Br)CBr,-2.38
ClCC(Cl)(Cl)CCl,-2.58
Clc1nc(Cl)nc(Cl)n1,-2.62
ClC(Cl)C(Cl)C(Cl)Cl,-2.72
FC(=C)C(F)(F)F,-2.76
FC(F)=C(F)C(F)(F)F,-2.89
NC1=NC(N)=NC(=O)N1,-3.23
NC1=NC(=O)N=C(N)N1,-3.23
OCNC(=O)NCO,-3.48
[O-][N+](=O)N1CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O,-3.57
N[C@@H](CS(N)(=O)=O)C(O)=O,-3.85
ClC(Cl)=C(Cl)C(Cl)(Cl)Cl,-4.17
CCC(N)=O,-4.23
FC(F)(F)C(F)(F)C(F)(F)F,-4.52
BrC(Br)C(=O)C(Br)(Br)Br,-6.66
CCN,1.705
CNC,1.56
CC(N)=O,1.405
C1CN1,1.37
C1CO1,1.36
CC=O,1.36
O=CC=O,1.24
CNC=O,1.23
CN(C)N,1.22
CNNC,1.22
NCCN,1.22
NCCO,1.21
OCCF,1.19
OC(O)C(Cl)(Cl)Cl,1.153333333
CNC(N)=O,1.13
CN(C)N=O,1.13
CC(=O)OO,1.12
NNCCO,1.12
CS(C)=O,1.11
NC(=O)CF,1.11
OCCS,1.11
OC(=O)CF,1.11
CC(O)=O,1.11
OC(=O)CBr,1.1
OCCCl,1.09
[O-][N+](=O)CCO,1.04
OC(=O)C(F)F,1.02
[nH]1cncn1,1.01
OCC(F)(F)F,1
OC(=O)C(Br)Br,0.99
NC(OC)=O,0.97
OC(=O)C(F)(F)F,0.94
OC(CCl)=O,0.93
OCCBr,0.9
OCCS(O)(=O)=O,0.9
ClC(=O)C(Cl)=O,0.9
OC(=O)C(Cl)Cl,0.89
OC(=O)C(F)(F)Cl,0.88
COP(N)(=O)SC,0.85
OP(O)(=O)CCCl,0.84
CNC(S)=S,0.75
NCC(O)=O,0.72
NC1=NC=NN1,0.675
C(OC)=O,0.64
OCC(O)=O,0.6
CC(O)(P(O)(O)=O)P(O)(O)=O,0.52
NC1=NNC=N1,0.52
[NH3+]CC([O-])=O,0.52
NCC(F)F,0.52
C/C=N/O,0.5
FC(F)(F)[S](=O)(=O)N[S](=O)(=O)C(F)(F)F,0.45
COC,0.44
CC(N)=S,0.34
OC(=O)C(Cl)(Cl)Cl,0.256666667
O=S1OCCO1,0.22
CS(C)(=O)=O,0.2
NC(=O)CBr,0.06
CS(=O)(=O)NS(C)(=O)=O,0.04
NC(=S)NC#N,0
NC(CCl)=O,-0.02
CO[S](C)(=O)=O,-0.04
O=C(O)C(O)=O,-0.14
OC(=O)C(Br)(Br)Br,-0.17
CC[N+]([O-])=O,-0.19
NCCS(O)(=O)=O,-0.19
OCC(Cl)(Cl)Cl,-0.25
NC(=O)C(Cl)Cl,-0.26
ClCC(N(=O)=O)(N(=O)=O)N(=O)=O,-0.26
FC=C,-0.28
NC(=N)NC#N,-0.31
NC(=NC(#N))N,-0.31
NC(=O)NCO,-0.35
OCC(Cl)(Cl)Br,-0.44
CNC(=S)NN,-0.47
FCCCl,-0.53
CN(\C(N)=N\[N+]([O-])=O)[N+]([O-])=O,-0.61
CN(C(=N)NN(=O)=O)N(=O)=O,-0.61
CO[S](=O)(=O)OC,-0.65
O=CC(Cl)(Cl)Cl,-0.69
ClCOCCl,-0.72
S=C1NNC(=S)S1,-0.76
SC1=[NH0][NH0]=C(S)[SH0]1,-0.76
ONC(=N)C(=N)NO,-0.78
N\C(NO)=C(/N)N=O,-0.78
CN(N=O)C(N)=O,-0.85
[O-][N+](=O)C1=NC(=O)NN1,-0.88
FC(F)CCl,-0.92
CCCl,-0.98
CN=C=S,-0.98
NC(=O)C(Br)Br,-1.06
[O-][N+](=O)OCCO[N+]([O-])=O,-1.08
NC(=O)C(Cl)(Cl)Cl,-1.1
FC(F)(F)CCl,-1.11
CC(Br)Br,-1.18
NC(=O)C(Br)(Br)Br,-1.27
BrC=C,-1.27
CC(F)F,-1.31
Cl\C=C\Cl,-1.31
BrCCCl,-1.32
BrC=CBr,-1.32
C=CCl,-1.32
CCF,-1.35
ClC=CCl,-1.37
Br\C=C/Br,-1.39
FC(F)C(F)(F)F,-1.42
CC(Cl)[N+]([O-])=O,-1.44
C[C@H](Cl)[N+]([O-])=O,-1.44
ClC(Cl)CCl,-1.48
NC(=O)C(F)(F)F,-1.49
Br\C=C\Br,-1.53
FC(F)(F)C(Cl)Br,-1.56
CNC(N)=N,-1.61
CN=C(N)N,-1.61
C=C(Cl)Cl,-1.64
C=C(F)F,-1.65
NC(=S)NC(N)=S,-1.7
FC(F)(F)[C@H](Cl)Br,-1.71
CC(Cl)(Cl)[N+]([O-])=O,-1.76
S=C1NSC(=S)N1,-1.76
CC(F)(F)Cl,-1.79
NC(=S)NNC(N)=S,-1.8
[O-][N+](=O)NCCN[N+]([O-])=O,-1.82
FC(F)(F)C(Cl)Cl,-1.86
FC(Br)C(F)(F)F,-1.9
FC(Cl)C(F)(F)F,-1.96
FCC(F)(F)F,-2.01
C(Cl)=C(Cl)Cl,-2.02
CC(F)(F)F,-2.04
FC(F)=C(F)Cl,-2.16
ClC(Cl)(Cl)CCl,-2.18
FC(F)(Cl)CCl,-2.2
CC(F)(Cl)Cl,-2.44
NC(=S)C(N)=S,-2.51
ClC(Br)CBr,-2.55
ClC(Br)C(Cl)Br,-2.56
C(Cl)(Cl)C(Cl)(Cl)Cl,-2.6
NC(=O)NNC(N)=O,-2.7
BrC(Br)C(Br)Br,-2.71
BrCC(Br)Br,-2.73
ClC(Cl)=C(Cl)Cl,-2.73
FC(F)=C(F)F,-2.8
ClC(F)(F)C(F)(F)Cl,-2.93
I\C=C/I,-3
FC(Cl)(Cl)CCl,-3.04
ClC(F)(F)C(Cl)(Cl)F,-3.04
FC(F)(F)C(F)(Cl)Cl,-3.09
CC(F)=O,-3.09
I\C=C\I,-3.22
ICCI,-3.22
IC=CI,-3.22
FC(Cl)(Cl)C(F)(Cl)Cl,-3.23
FC(F)(Cl)C(Cl)(Cl)Cl,-3.31
FC(F)(F)C(F)(F)F,-3.335
FC(F)(F)C(F)(F)Cl,-3.43
NC(=O)\N=N\C(N)=O,-3.52
NC(=O)N=NC(N)=O,-3.55
FC(F)(F)C(Cl)(Cl)Cl,-4.33
FC(F)(Br)C(F)(F)Br,-4.93
CN,1.455
NC=O,1.35
C#N,1.305
C=O,1.12
NC([NH]O)=O,1.12
NC#N,1.08
OC=O,1.0625
CS(O)(=O)=O,1.02
SC#N,0.92
OS(=O)(=O)CS(O)(=O)=O,0.7425
OS(=O)(=O)C(Cl)S(O)(=O)=O,0.68
ON=C,0.58
CN=O,0.58
FC(F)Br,0.58
OS(=O)(=O)C(Cl)(S(O)(=O)=O)S(O)(=O)=O,0.54
NNC(=O)NN,0.41
NC(=O)NCl,0.33
CNCl,0.28
C[N+]([O-])=O,0.26
NC(N)=S,0.183333333
CF,-0.18
ClCN(=O)=O,-0.28
CS,-0.4
CS(=O)(=O)F,-0.51
NC(=N)[S](O)=O,-0.56
IC#N,-0.63
CP(O)(O)=O,-0.68
C(Cl)(Cl),-0.725
FC(Cl)Cl,-0.74
NC(O)=O,-0.8
FCCl,-0.82
NC1=NNN=N1,-0.84
NNC(N)=S,-0.96
CCl,-0.98
ClC(Cl)=O,-1.16
ClC(Cl)(Cl),-1.17
FC(F)F,-1.23
C(Br)(Br),-1.27
NNC(=S)NN,-1.29
N=C(N)NN(=O)=O,-1.37
ClC(Cl)(Cl)[2H],-1.42
NC(N)=N[N+]([O-])=O,-1.43
FCF,-1.44
O=C=O,-1.47
FC(F)Cl,-1.49
NC(N)=N,-1.51
NNC(=N)NN(=O)=O,-1.65
S=C=S,-1.68
BrC(N(=O)=O)(N(=O)=O)N(=O)=O,-1.77
ClC(Br)(Br),-1.9
ClC(N(=O)=O)(N(=O)=O)N(=O)=O,-1.93
[O-][N+](=O)C(Cl)(Cl)Cl,-2.01
FC(Cl)(Cl)Cl,-2.1
C(Br)(Br)Br,-2.155
FC(F)(Cl)Cl,-2.315
[O-][N+](=O)C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,-2.34
OS(=O)(=O)C(S(O)(=O)=O)S(O)(=O)=O,-2.49
FC(F)(F)Br,-2.67
[C-]#[O+],-2.93
FC(F)(F)Cl,-3.06
ClC(Cl)(Br)Br,-3.21
IC(I)I,-3.6
FC(F)(F)F,-3.67
B12B3B4B1C234,-4.74
Cc1cc(C)c2ccccc2c1,-4.29
Cc1ccc(C)c2ccccc12,-4.14
Cc1cccc2c(C)cccc12,-4.679
c1cnc2c(c1)ccc3ncccc23,-2.68
CCCCCCCCCCCCO,-4.8
CCc1cccc2ccccc12,-4.17
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,-11.6
Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-9.16
Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl ,-8.01
Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-9.15
Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-8.6
Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-7.28
Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-7.92
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-8.94
Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.68
Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl ,-7.21
Clc1ccc(c(Cl)c1)c2c(Cl)ccc(Cl)c2Cl ,-7.43
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-7.42
Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ,-6.47
Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl ,-8.56
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl ,-8.71
Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl ,-6.57
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cccc2Cl,-7.32
Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ,-7.39
Clc1ccccc1c2ccccc2Cl ,-5.27
Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.82
Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl ,-7.66
Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.39
Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,-7.8
Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,-7.92
Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,-7.25
Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-6.29
Clc1cccc(c1)c2cc(Cl)ccc2Cl ,-6.01
Cc1cc2ccccc2cc1C,-4.72
Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,-6.27
Clc1ccc(cc1)c2c(Cl)cccc2Cl ,-6.14
Clc1ccc(cc1)c2ccccc2Cl ,-5.28
Cc1ccc2cc(C)ccc2c1,-4.89
Clc1cccc(Cl)c1c2ccccc2 ,-5.21
Clc1ccccc1c2ccccc2,-4.54
CCc1ccc2ccccc2c1,-4.29
Clc1ccc(cc1Cl)c2ccccc2 ,-6.39
c1c(Cl)cccc1c2ccccc2,-4.88
Clc1ccc(cc1)c2ccc(Cl)cc2 ,-6.56
c1(O)cc(O)ccc1CCCCCC,-2.59
O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,-2.593
O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,-2.322
C1Cc2cccc3cccc1c23,-4.63
C1=Cc2cccc3cccc1c23,-3.96
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,-6.307
N(=Nc1ccccc1)c2ccccc2,-4.45
O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2,-2.81
c1ccc(cc1)c2ccccc2,-4.345
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9
CNC(=O)Oc1cccc2ccccc12,-3.224
c1ccc2c(c1)[nH]c3ccccc32,-5.27
c1c(NC(=O)OC(C)C(=O)NCC)cccc1,-1.83
CNC(=O)Oc1cccc2CC(C)(C)Oc12,-2.8
CC1=C(SCCO1)C(=O)Nc2ccccc2,-3.14
CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.338
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2 ,-2.17
Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,-3.094
CCCCSP(=O)(SCCCC)SCCCC,-5.14
CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C,-3.64
o1c2ccccc2c3ccccc13,-4.6
c1ccc2c(c1)sc3ccccc23,-4.38
ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl,-6.29
CCOC(=O)c1ccccc1C(=O)OCC,-2.35
O(c1ccccc1)c2ccccc2,-3.96
N(c1ccccc1)c2ccccc2,-3.504
CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,-3.35
CCCCCCCCCC(=O)OCC,-4.1
Cc1occc1C(=O)Nc2ccccc2,-3.3
FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,-4.047
Cc1c(C)c(C)c(C)c(C)c1C,-5.23
CCCCCCc1ccccc1,-5.21
N(Nc1ccccc1)c2ccccc2 ,-2.92
Cc1cc(no1)C(=O)NNCc2ccccc2,-2.461
CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.536
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,0.358
COc2c1occc1cc3ccc(=O)oc23 ,-3.664
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77
Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2,-5.46
CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,-4.046
CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,-5.16
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.281
Nc1ccc(cc1)c2ccc(N)cc2,-2.7
CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 ,-2.322
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,-5.233
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,-4.862
Oc1ccc(cc1)c2ccccc2,-3.48
CCC1(C(=O)NCNC1=O)c2ccccc2,-2.64
O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,-2.356
OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O ,0.79
CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,-2.154
CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O ,-3.46
Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,-2.404
Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,-4.46
CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,-4.925
O=C(Nc1ccccc1)C1=C(OCCS1(=O)=O)C,-2.43
O=C(OC(C(=O)NCC)C)Nc1ccccc1,-1.83
S=P(ON=C(C#N)c1ccccc1)(OCC)OCC,-4.86
O=[N+]([O-])c1cc2C(=O)OC(CC)(CC)c2cc1,-3.656
Clc1c(c2ccc(Cl)cc2)ccc(Cl)c1,-6.21
Clc1c(Cl)ccc(NC(=O)N(CCCC)C)c1,-4.77
S(=O)(=O)(N)c1scc(C(=O)c2ccc(OC)cc2)c1,-4.473
O=[N+]([O-])c1n(CC(=O)NCc2ccccc2)ccn1,-2.81
c12c3cccc1CCc2ccc3,-4.54
O([C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)[C@@]1(CO)[C@@H](O)[C@H](O)[C@@H](CO)O1,0.79
ClC1(Cl)[C@]2(Cl)C(=C(Cl)[C@@]1(Cl)[C@@H]1[C@H]2[C@H]2[C@@H]3O[C@@H]3[C@@H]1C2)Cl,-6.29
Clc1c(Cl)c(Cl)c2Oc3c(Oc2c1Cl)cccc3,-8.770062
O=C(N(CC(=O)N)C)COC(=O)c1ccccc1,-0.918
O=C1N(Cc2ccccc2)C(=O)NC1(C)C,-1.795
Clc1c(Cl)c(Cl)cc(c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1,-9.159894
S(=O)(=O)(Nc1sc(C(C)(C)C)nn1)c1ccc(N)cc1,-3.74
Clc1c(Cl)c(Cl)c2Oc3c(Cl)c(Cl)c(Cl)c(Cl)c3Oc2c1Cl,-12.790485
Clc1cc(Cl)cc(N2C(=O)C(C=C)(C)OC2=O)c1,-4.93
S(=O)(=O)(Nc1ccc(S(=O)(=O)N)cc1)c1ccc(N)cc1,-2.759
Clc1cc2Oc3c(Oc2cc1)cccc3,-5.87
S(=O)(=O)(N)c1scc(C(=O)c2ccc(C)cc2)c1,-4.449
Clc1c(Cl)c(Cl)cc(c1Cl)c1ccccc1,-7.160001
Clc1c(Cl)cc(Cl)c2Oc3c(Oc12)cccc3,-7.596665
Clc1cc2oc(=O)n(CSP(=S)(OCC)OCC)c2cc1,-5.23
Clc1c(Cl)cc(c(Cl)c1)c1cc(Cl)c(Cl)cc1,-7.39
Clc1c(c2c(Cl)cccc2)cccc1,-5.27
O=C(Nc1ccccc1)c1c(C)occ1,-3.3
S(=O)(=O)(NC(=O)NCCCC)c1ccc(C)cc1,-3.39
O=C(N(C(=O)C)C)COC(=O)c1ccccc1,-0.495
Clc1c(Cl)ccc(c2c(Cl)ccc(Cl)c2)c1,-7.250001
Clc1c(CN2C(=O)C(C)(C)CO2)cccc1,-2.34
Clc1c(Cl)c(Cl)cc(Cl)c1c1c(Cl)cc(Cl)c(Cl)c1,-7.919987
Clc1c(Cl)cc2c(oc3c2cc(Cl)c(Cl)c3)c1,-8.860121
Clc1cc(c2cc(Cl)ccc2)ccc1,-5.8
S(=O)(=O)(c1ccccc1)c1ccccc1,-3.64378
OCCCCCCCCCCCC,-4.67
C(CCC)CCc1ccccc1,-5.21
O=C(O)c1c(=O)c2c(n(CC)c1)nc(C)cc2,-3.55212
S(=O)(=O)(c1ccc(N)cc1)c1ccc(N)cc1,-2.92725
S=P(OCC)(OCC)N1C(=O)c2c(C1=O)cccc2,-3.35
Clc1c(c2c(Cl)cccc2Cl)c(Cl)cc(Cl)c1,-7.32
O=C1N2C(C(=O)Nc3c1cccc3)CCC2,-3.745
Clc1cc2Oc3c(Oc2cc1)cc(Cl)cc3,-7.830002
O1c2c(Oc3c1cccc3)cccc2,-5.324741
Clc1cc(c2ccccc2)ccc1,-4.88
Clc1c(Cl)c2oc3c(c2cc1Cl)cc(Cl)c(Cl)c3,-9.159894
Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-11.69897
ClCC1C(Cl)C(=O)N(c2cc(C(F)(F)F)ccc2)C1,-4.05
Clc1c2Oc3c(c(Cl)cc(Cl)c3)Oc2cc(Cl)c1,-9
ClC(Cl)C(=O)NC(C(O)c1ccc(S(=O)(=O)C)cc1)CO,-2.15
O=C(O)CCCCCCCCCCC,-4.62
O=C(N(C)C)Nc1ccc(C(C)C)cc1,-3.52058
ClC1(Cl)[C@]2(Cl)C(=C(Cl)[C@@]1(Cl)[C@@H]1[C@H]2[C@H]2C=C[C@@H]1C2)Cl,-6.56228
Clc1ccc(CSC(=O)N(CC)CC)cc1,-3.934
S(=O)(=O)(Nc1nc(C)nc(OC)c1)c1ccc(N)cc1,-2.54
S(=O)(=O)(c1c(O)cccc1)c1c(O)cccc1,-3.319
O(C)c1c2occc2cc2c1oc(=O)cc2,-3.58438
O=C(OCC)CCCCCCCCC,-4.1
Clc1c(Cl)c(Cl)c2c(c1Cl)oc1c(Cl)c(Cl)c(Cl)c(Cl)c21,-11.522879
C(C)c1cc2c(cc1)cccc2,-4.29
Clc1c(Cl)c(c2c(Cl)cc(Cl)c(Cl)c2)ccc1Cl,-8.320027
O=C(COC(=O)c1ccccc1)N1CCC1,-1.609
Clc1c(c(Cl)cc(Cl)c1)c1ccc(Cl)cc1,-6.940002
Cc1c2c(c(C)ccc2)ccc1,-4.74
SCC(=O)Nc1cc2c(cc1)cccc2,-3.337
Clc1c(Cl)c2Oc3c(Oc2cc1Cl)cc(Cl)cc3,-8.890084
P(=O)(OCCCC)(OCCCC)OCCCC,-2.846
o1c2c(c3c1cccc3)cccc2,-4.51267
O=NN(c1ccccc1)c1ccccc1,-3.75
Clc1c(c2ccc(Cl)cc2)cccc1,-5.28
[nH]1c2c(c3c1cccc3)cccc2,-4.97
S(=O)(=O)(N)c1cc([N+](=O)[O-])c(N(CCC)CCC)c([N+](=O)[O-])c1,-5.16
O=C1N(C)C(=O)NC(=O)C1(C)C1=CCCCC1,-2.76364
Clc1c(Cl)cc(c(Cl)c1)c1ccccc1,-6.27
Clc1c(Cl)c(Cl)c2Oc3c(c(Cl)c(Cl)c(Cl)c3)Oc2c1Cl,-11.221848
Clc1c(Cl)c(Cl)c2Oc3c(Oc2c1Cl)cc(Cl)c(Cl)c3,-9.950782
Clc1c(Cl)c(c2cc(Cl)c(Cl)cc2)ccc1Cl,-7.050001
Clc1cc2Oc3c(Oc2cc1)ccc(Cl)c3,-7.180002
O=C(N(CCO)C)COC(=O)c1ccccc1,-1.09
Clc1c(Cl)c(Cl)c2Oc3c(Oc2c1Cl)cc(Cl)cc3,-9.480172
Cc1c(C)cc2c(c1)cccc2,-4.72
Clc1c(Oc2c(O)cc(Cl)cc2)ccc(Cl)c1,-4.46
Clc1c(Oc2ccc([N+](=O)[O-])cc2)ccc(Cl)c1,-5.46
O=C(NNCc1ccccc1)c1noc(C)c1,-2.46
S=C1NC(=O)C(C(CCC)C)(CC=C)C(=O)N1,-3.46
Cc1cc2c(cc(C)cc2)cc1,-4.89
O=c1cc2sc3c(nc2cc1)cccc3,-3.716
Clc1ccc(c2ccc(Cl)cc2)cc1,-6.56
S(=O)(=O)(Nc1nc(C)nc(C)c1)c1ccc(N)cc1,-2.27725
ClC(Cl)C(=O)NC1=C(Cl)C(=O)c2c(C1=O)cccc2,-5.03
O=C(OCCCCC)c1ccc(O)cc1,-3.813
Clc1c(Cl)c(Cl)cc(Cl)c1c1cc(Cl)c(Cl)cc1,-7.659992
S(=O)(=O)(Nc1nc(OC)nc(OC)c1)c1ccc(N)cc1,-2.96
Clc1c(S(=O)(=O)N)cc(C(=O)O)c(NCc2occc2)c1,-3.80528
Cc1cccc2ccccc12,-3.7
c2c(C)cc1nc(C)ccc1c2 ,-1.94
Cc1ccc2ccccc2c1,-3.77
CCCCCCCCCC(C)O,-2.94
O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,-2.253
O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,-2.658
CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,-2.468
Cc2c(N)c(=O)n(c1ccccc1)n2C,-0.624
Cc1cc(=O)n(c2ccccc2)n1C,0.715
ClCC#CCOC(=O)Nc1cccc(Cl)c1,-4.37
CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ,-2.647
CCCCOC(=O)c1ccc(N)cc1,-3.082
CCSC(=O)N(CC(C)C)CC(C)C,-3.68
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,-5.736
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,-2.111
CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,-4.411
CC(OC(=O)Nc1cccc(Cl)c1)C#C,-2.617
CCSC(=O)N(CC)C1CCCCC1 ,-3.4
O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,-2.982
CN(C)C(=O)NC1CCCCCCC1,-2.218
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,-0.85
CCCCc1c(C)nc(nc1O)N(C)C ,-2.24
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,-5.47
CNC(=O)Oc1ccccc1C2OCCO2,-1.57
CCSCc1ccccc1OC(=O)NC ,-2.09
CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028
CCOC(=O)C=Cc1ccccc1,-3
CCCCCCCCC(=O)OCC,-3.8
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,-2.3
CNC(=O)Oc1cccc(N=CN(C)C)c1,-2.34
CNC(=O)Oc1ccccc1C(C)C,-2.863
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24
CC2=CC(=O)c1ccccc1C2=O ,-3.03
COc1ccccc1OCC(O)COC(N)=O,-0.985
COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928
CCCCCCCCCC(=O)OC,-4.69
Cc1cc(C)c(C)c(C)c1C,-4
O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,-2.39
CCCCCc1ccccc1,-4.64
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-1.95
CC(C)N(C(=O)CCl)c1ccccc1 ,-2.48
CNC(=O)Oc1ccccc1OC(C)C,-2.05
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-2.016
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O ,-3.36
CC(C)(C)Cc1ccccc1,-4.15
Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O ,-1.95
S(=O)(=O)(NC(=O)NCCCC)c1ccccc1,-3.05
O=c1n2c(ccc1)C1CNCC(C2)C1,0.36
O=c1c(CCCC)c(C)nc(NCC)[nH]1,-3.02497
O=C(OCC)CCCCCCCC,-3.8
Oc1c(CCCC)c(C)nc(N(C)C)n1,-2.24
S(=O)(=O)(Nc1oc(C)c(C)n1)c1ccc(N)cc1,-2.44
S(C(=O)N(CC)C1CCCCC1)CC,-3.4
O=C(N(C)C)NC1CCCCCCC1,-2.36
S(=O)(=O)(Nc1ncc(C)cn1)c1ccc(N)cc1,-2.82
Brc1cc2c(CN(C)C)c[nH]c2cc1,-4.0552
S(=O)(=O)(Nc1ncccc1)c1ccc(N)cc1,-2.81913
S(=O)(=O)(Nc1ncc(OC)cn1)c1ccc(N)cc1,-2.58
S(CC)Cc1c(OC(=O)NC)cccc1,-2.09
O=C(Oc1cc(C)c(N(C)C)cc1)NC,-2.36
O=C(OC1=CC(=O)CC(C)(C)C1)N(C)C,-0.85
O=[N+]([O-])c1c(C)ccc2c1cccc2,-4.272
S=C=Nc1c2c(ccc1)cccc2,-4.6
OC(CNC(C)C)c1cc(O)c(O)cc1,0.14
CC1=Nc2c(N=C(C)C1)cccc2,-1.367
